annoaccademico,corso_codice,corso_descrizione,indirizzo_codice,indirizzo_descrizione,orientamento_codice,orientamento_descrizione,curriculum_codice,curriculum_descrizione,curriculum_note,url
2018/2019,8420,Economia e politica economica,979,ECONOMIA E POLITICA ECONOMICA,000,,Manifesto-2018_8420_000_979_2017,Piano di studi Curr. 979.ECONOMIA E POLITICA ECONOMICA immatricolati a.a. 2017/18,Le lezioni si svolgeranno nei seguenti periodi: 1 (dal 18/09 al 22/10/2018); 2 (dal 05/11 al 07/12/2018); P (dal 18/09 al 07/12/2018); 3 (dal 18/02 al 23/03/2019); 4 (dal 15/04 al 24/05/2019); S (dal 18/02 al 24/05/2019). Ore di lezione: 4 cfu = 24; 5 cfu = 30; 6 cfu = 36; 10 cfu = 60.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8420/979/000/2017
2018/2019,8420,Economia e politica economica,980,HEALTH ECONOMICS & MANAGEMENT,000,,Manifesto-2018_8420_000_980_2018,Study plan Curr. 980.HEALTH ECONOMICS & MANAGEMENT for students enrolled in a.y. 2018/19,"Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 15/02 to 24/05/2019).   
Lesson Hours: 3 ECTS (CFU) = 15; 4 ECTS (CFU) = 20 hours; 5 ECTS (CFU) = 25 hours; 6 ECTS (CFU) = 30 hours",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8420/980/000/2018
2018/2019,8420,Economia e politica economica,980,HEALTH ECONOMICS & MANAGEMENT,000,,Manifesto-2018_8420_000_980_2017,Study plan Curr. 980.HEALTH ECONOMICS & MANAGEMENT for students enrolled in a.y. 2017/18,"Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 15/02 to 24/05/2019).   
Lesson Hours: 3 ECTS (CFU) = 15; 4 ECTS (CFU) = 20 hours; 5 ECTS (CFU) = 25 hours; 6 ECTS (CFU) = 30 hours",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8420/980/000/2017
2018/2019,8470,Dietistica (abilitante alla professione sanitaria di dietista),000,,000,,Manifesto-2018_8470_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8470/000/000/2018
2018/2019,8470,Dietistica (abilitante alla professione sanitaria di dietista),000,,000,,Manifesto-2018_8470_000_000_2017,Dietistica,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8470/000/000/2017
2018/2019,8470,Dietistica (abilitante alla professione sanitaria di dietista),000,,000,,Manifesto-2018_8470_000_000_88,2017/18 Piano didattico per studenti immatricolati nell'A.A. 2016/17               ,"Legenda cicli: 1= 1 semestre, 2 = 2 semestre; 3 = annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8470/000/000/88
2018/2019,8470,Dietistica (abilitante alla professione sanitaria di dietista),000,,000,,Manifesto-2018_8470_000_000_2,Piano didattico per studenti immatricolati negli a.a. 2013/14 all'a.a. 2015/16,Legenda periodi: 1-3 = primo semestre; 2=secondo semestre; 3=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8470/000/000/2
2018/2019,8470,Dietistica (abilitante alla professione sanitaria di dietista),000,,000,,Manifesto-2018_8470_000_000_1,Piano didattico per studenti immatricolati negli aa. aa. 2011/12 e 2012/13,Legenda periodi: 1= primo semestre; 2=secondo semestre; 3=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8470/000/000/1
2018/2019,8473,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8473_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1= 1 semestre, 2-3= 2 semestre; 4-5-6-7-8-9= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8473/000/000/2018
2018/2019,8473,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8473_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1= 1 semestre, 2-3= 2 semestre; 4-5-6-7-8-9= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8473/000/000/2017
2018/2019,8473,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8473_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,Legenda periodi: 1= primo semestre; 2-3=secondo semestre; 4-5-6-7-8-9=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8473/000/000/88
2018/2019,8473,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8473_000_000_1,Piano didattico per studenti immatricolati dall'a.a. 2011/12 all'a.a. 2015/16,Legenda periodi: 1= primo semestre; 2-3=secondo semestre; 4-5-6-7-8-9=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8473/000/000/1
2018/2019,8474,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8474_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1= 1 semestre, 2-3-5-6-7-8= 2 semestre; 4-9= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8474/000/000/2018
2018/2019,8474,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8474_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1= 1 semestre, 2-3-5-6-7-8= 2 semestre; 4-9= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8474/000/000/2017
2018/2019,8474,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8474_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,"Legenda periodo: 1= 1 semestre, 2-3-5-6-7-8= 2 semestre; 4-9= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8474/000/000/88
2018/2019,8474,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8474_000_000_1,Piano didattico per studenti immatricolati dall'a.a. 2011/12 all'a.a. 2015/16,Legenda periodi: 1= primo semestre; 2-3-4-5-6-7= secondo semestre; 4-8--9= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8474/000/000/1
2018/2019,8475,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8475_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1-3-5= 1 semestre, 2-4-6-= 2 semestre; 7-8-9= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8475/000/000/2018
2018/2019,8475,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8475_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1-3-5= 1 semestre, 2-4-6-= 2 semestre; 7-8-9= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8475/000/000/2017
2018/2019,8475,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8475_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,Legenda periodi: 1-3-5 primo semestre; 2-4-6 secondo semestre; 7-8-9 annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8475/000/000/88
2018/2019,8475,Infermieristica (abilitante alla professione sanitaria di infermiere),000,,000,,Manifesto-2018_8475_000_000_1,Piano didattico per studenti immatricolati dall' a.a. 2011/12 all'a.a. 2015/16,Legenda periodi: 1-3-5 primo semestre; 2-4-6 secondo semestre; 7-8-9 annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8475/000/000/1
2018/2019,8476,Fisioterapia (abilitante alla professione sanitaria di fisioterapista),000,,000,,Manifesto-2018_8476_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8476/000/000/2018
2018/2019,8476,Fisioterapia (abilitante alla professione sanitaria di fisioterapista),000,,000,,Manifesto-2018_8476_000_000_2017,Regolamento didattico Fisioterapia,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8476/000/000/2017
2018/2019,8476,Fisioterapia (abilitante alla professione sanitaria di fisioterapista),000,,000,,Manifesto-2018_8476_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,Legenda periodi: 1=primo semestre 2=secondo semestre 3=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8476/000/000/88
2018/2019,8476,Fisioterapia (abilitante alla professione sanitaria di fisioterapista),000,,000,,Manifesto-2018_8476_000_000_2,Piano didattico per studenti immatricolati negli aa.aa. 2014/15 e 2015/16,Legenda periodi: 1= primo semestre; 2=secondo semestre; 3=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8476/000/000/2
2018/2019,8476,Fisioterapia (abilitante alla professione sanitaria di fisioterapista),000,,000,,Manifesto-2018_8476_000_000_1,Piano didattico per studenti immatricolati all'a.a.2011/12 all'a.a. 2013/14 (solo studenti in debito d'esame),Legenda periodi: 1= primo semestre; 2=secondo semestre; 3=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8476/000/000/1
2018/2019,8477,Educazione professionale (abilitante alla professione sanitaria di educatore professionale),000,,000,,Manifesto-2018_8477_000_000_2018,Regolamento didattica Educazione Professionale,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8477/000/000/2018
2018/2019,8477,Educazione professionale (abilitante alla professione sanitaria di educatore professionale),000,,000,,Manifesto-2018_8477_000_000_2017,Regolamento didattica Educazione Professionale,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8477/000/000/2017
2018/2019,8477,Educazione professionale (abilitante alla professione sanitaria di educatore professionale),000,,000,,Manifesto-2018_8477_000_000_88,2017/18 Piano didattico per studenti immatricolati nell'A.A. 2016/17,Legenda periodi: 1= primo semestre; 2=secondo semestre; 3=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8477/000/000/88
2018/2019,8477,Educazione professionale (abilitante alla professione sanitaria di educatore professionale),000,,000,,Manifesto-2018_8477_000_000_2,Piano didattico per studenti immatricolati  negli aa.aa. 2014/15 e 2015/16,Legenda periodi: 1= primo semestre; 2=secondo semestre; 3=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8477/000/000/2
2018/2019,8477,Educazione professionale (abilitante alla professione sanitaria di educatore professionale),000,,000,,Manifesto-2018_8477_000_000_1,Piano didattico per studenti immatricolati dall'a.a. 2011/12 all'a.a. 2013/14 (solo studenti in debito d'esame),Legenda periodi: 1= primo semestre; 2=secondo semestre; 3=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8477/000/000/1
2018/2019,8478,Logopedia (abilitante alla professione sanitaria di logopedista),000,,000,,Manifesto-2018_8478_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1-3= 1 semestre, 2= 2 semestre; 4-5= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8478/000/000/2018
2018/2019,8478,Logopedia (abilitante alla professione sanitaria di logopedista),000,,000,,Manifesto-2018_8478_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1-3= 1 semestre, 2= 2 semestre; 4-5= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8478/000/000/2017
2018/2019,8478,Logopedia (abilitante alla professione sanitaria di logopedista),000,,000,,Manifesto-2018_8478_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,Legenda periodi: 1-3= primo semestre; 2=secondo semestre; 4-5= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8478/000/000/88
2018/2019,8478,Logopedia (abilitante alla professione sanitaria di logopedista),000,,000,,Manifesto-2018_8478_000_000_1,Piano didattico per studenti immatricolati dall'a.a. 2011/12 all'A.A. 2015/16,Legenda periodi: 1-3= primo semestre; 2=secondo semestre; 3-4= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8478/000/000/1
2018/2019,8479,Podologia (abilitante alla professione sanitaria di podologo),000,,000,,Manifesto-2018_8479_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1-2= 1 semestre, 3= 2 semestre; 4-5= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8479/000/000/2018
2018/2019,8479,Podologia (abilitante alla professione sanitaria di podologo),000,,000,,Manifesto-2018_8479_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1-2= 1 semestre, 3= 2 semestre; 4-5= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8479/000/000/2017
2018/2019,8479,Podologia (abilitante alla professione sanitaria di podologo),000,,000,,Manifesto-2018_8479_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,Legenda periodi: 1-2= primo semestre; 3=secondo semestre; 4-5=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8479/000/000/88
2018/2019,8479,Podologia (abilitante alla professione sanitaria di podologo),000,,000,,Manifesto-2018_8479_000_000_3,Piano didattico per studenti immatricolati nell'a.a. 2015/16,Legenda periodi: 1-2= primo semestre; 3=secondo semestre; 4-5=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8479/000/000/3
2018/2019,8479,Podologia (abilitante alla professione sanitaria di podologo),000,,000,,Manifesto-2018_8479_000_000_2,Piano didattico per studenti immatricolati nell'a.a. 2014/15,Legenda periodi: 1-2= primo semestre; 3=secondo semestre; 4-5=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8479/000/000/2
2018/2019,8479,Podologia (abilitante alla professione sanitaria di podologo),000,,000,,Manifesto-2018_8479_000_000_1,Piano didattico per studenti immatricolati dal a.a. 2011/12 al 2013/14,Legenda periodi: 1-2= primo semestre; 3=secondo semestre; 4-5=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8479/000/000/1
2018/2019,8481,Igiene dentale (abilitante alla professione sanitaria di igienista dentale),000,,000,,Manifesto-2018_8481_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8481/000/000/2018
2018/2019,8481,Igiene dentale (abilitante alla professione sanitaria di igienista dentale),000,,000,,Manifesto-2018_8481_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8481/000/000/2017
2018/2019,8481,Igiene dentale (abilitante alla professione sanitaria di igienista dentale),000,,000,,Manifesto-2018_8481_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,Legenda periodi: 1-3-5= primo semestre; 2--4-6= secondo semestre; 7-8-9= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8481/000/000/88
2018/2019,8481,Igiene dentale (abilitante alla professione sanitaria di igienista dentale),000,,000,,Manifesto-2018_8481_000_000_1,Piano di didattico per studenti immatricolatii dall'A.A. 2011/12 all'A.A. 2015/16,"Legenda periodo: 1= 1° semestre, 2= 2° semestre; 3= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8481/000/000/1
2018/2019,8482,Tecniche di neurofisiopatologia (abilitante alla professione sanitaria di tecnico di neurofisiopatologia),000,,000,,Manifesto-2018_8482_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1-3-5= 1 semestre, 2-4= 2 semestre; 6-7-8= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8482/000/000/2018
2018/2019,8482,Tecniche di neurofisiopatologia (abilitante alla professione sanitaria di tecnico di neurofisiopatologia),000,,000,,Manifesto-2018_8482_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1-3-5= 1 semestre, 2-4= 2 semestre; 6-7-8= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8482/000/000/2017
2018/2019,8482,Tecniche di neurofisiopatologia (abilitante alla professione sanitaria di tecnico di neurofisiopatologia),000,,000,,Manifesto-2018_8482_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,"Legenda periodo: 1-3-5= 1 semestre, 2-4= 2 semestre; 6-7-8= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8482/000/000/88
2018/2019,8482,Tecniche di neurofisiopatologia (abilitante alla professione sanitaria di tecnico di neurofisiopatologia),000,,000,,Manifesto-2018_8482_000_000_1,Piano didattico per studenti immatricolati dall'a.a. 2011/12 all'A.A. 2015/16,Legenda periodo: 1-3-5= primo semestre; 2-4-=secondo semestre; 6-7-8=annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8482/000/000/1
2018/2019,8483,Tecniche ortopediche (abilitante alla professione sanitaria di tecnico ortopedico),000,,000,,Manifesto-2018_8483_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1= 1 semestre, 2-= 2 semestre; 3-4-5= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8483/000/000/2018
2018/2019,8483,Tecniche ortopediche (abilitante alla professione sanitaria di tecnico ortopedico),000,,000,,Manifesto-2018_8483_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1= 1 semestre, 2= 2 semestre; 3-4-5= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8483/000/000/2017
2018/2019,8483,Tecniche ortopediche (abilitante alla professione sanitaria di tecnico ortopedico),000,,000,,Manifesto-2018_8483_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,Legenda periodi: 1 = primo semestre; 2 = secondo semestre; 3-4-5= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8483/000/000/88
2018/2019,8483,Tecniche ortopediche (abilitante alla professione sanitaria di tecnico ortopedico),000,,000,,Manifesto-2018_8483_000_000_1,Piano didattico per studenti immatricolati dall'a.a. 2011/12 all'a.a. 2015/16,Legenda periodi: 1= primo semestre; 2= secondo semestre; 3-4-5= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8483/000/000/1
2018/2019,8484,Tecniche di laboratorio biomedico (abilitante alla professione sanitaria di tecnico di laboratorio biomedico),000,,000,,Manifesto-2018_8484_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1-3-5= 1 semestre, 2-4-6-7= 2 semestre; 8-9= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8484/000/000/2018
