annoaccademico,corso_codice,corso_descrizione,indirizzo_codice,indirizzo_descrizione,orientamento_codice,orientamento_descrizione,curriculum_codice,curriculum_descrizione,curriculum_note,url
2018/2019,9022,Fashion culture and management,891,CURRICULUM FASHION MANAGEMENT,000,,Manifesto-2018_9022_000_891_2018,Curriculum Fashion Management: for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9022/891/000/2018
2018/2019,9022,Fashion culture and management,891,CURRICULUM FASHION MANAGEMENT,000,,Manifesto-2018_9022_000_891_2017,Curriculum Fashion Management: for students enrolled a.y. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9022/891/000/2017
2018/2019,9022,Fashion culture and management,892,CURRICULUM  FASHION TRENDS,000,,Manifesto-2018_9022_000_892_2018,Curriculum Fashion Trends: for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9022/892/000/2018
2018/2019,9022,Fashion culture and management,892,CURRICULUM  FASHION TRENDS,000,,Manifesto-2018_9022_000_892_2017,Curriculum Fashion Trends: for students enrolled a.y. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9022/892/000/2017
2018/2019,9174,Specialized translation,000,,000,,Manifesto-2018_9174_000_000_2018,Study Plan for students who enrolled 1 year - A.A. 2018-19,"KEY – PERIOD: 

1= from 01 October 2018 to 21 December 2018; 
2= from 11 February 2019 to 10 May 2019; 
E: from 01 October 2018 to 21 December 2018 and from 11 February 2019 to 10 May 2019.

SSD: Disciplinary area.

CFU: ECTS Credits",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9174/000/000/2018
2018/2019,9174,Specialized translation,000,,000,,Manifesto-2018_9174_000_000_2017,Study Plan for students who enrolled 1 year - A.A. 2017-18,"LEGENDA
LEGENDA CICLO: periodo di svolgimento delle lezioni 1= dal 02/10/2017 al 21/12/2017 2= dal 12/02/2018 al 12/05/2018 E= dal 02/10/2017 al 21/12/2017 e dal 12/02/2018 al 12/05/2018

SSD: sigla del settore scientifico disciplinare all'interno del quale è attivato l'insegnamento

CFU: crediti formativi universitari attribuiti all'insegnamento",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9174/000/000/2017
2018/2019,9198,Ingegneria per l'ambiente e il territorio,000,,000,,Manifesto-2018_9198_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9198/000/000/2018
2018/2019,9198,Ingegneria per l'ambiente e il territorio,000,,000,,Manifesto-2018_9198_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9198/000/000/2017
2018/2019,9198,Ingegneria per l'ambiente e il territorio,000,,000,,Manifesto-2018_9198_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9198/000/000/88
2018/2019,9199,Ingegneria edile,000,,000,,Manifesto-2018_9199_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9199/000/000/2018
2018/2019,9199,Ingegneria edile,000,,000,,Manifesto-2018_9199_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9199/000/000/2017
2018/2019,9199,Ingegneria edile,000,,000,,Manifesto-2018_9199_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9199/000/000/88
2018/2019,9200,Sviluppo locale e globale,000,,000,,Manifesto-2018_9200_000_000_2018,Piano didattico immatricolati  A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9200/000/000/2018
2018/2019,9200,Sviluppo locale e globale,000,,000,,Manifesto-2018_9200_000_000_2017,Piano didattico immatricolati  A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9200/000/000/2017
2018/2019,9201,Ostetricia (abilitante alla professione sanitaria di ostetrica,000,,000,,Manifesto-2018_9201_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1-3= 1 semestre, 2-4-5= 2 semestre; 6= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9201/000/000/2018
2018/2019,9201,Ostetricia (abilitante alla professione sanitaria di ostetrica,000,,000,,Manifesto-2018_9201_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1-3= 1 semestre, 2-4-5= 2 semestre; 6= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9201/000/000/2017
2018/2019,9201,Ostetricia (abilitante alla professione sanitaria di ostetrica,000,,000,,Manifesto-2018_9201_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,Legenda periodo: 1-3= primo semestre; 2-4-5= secondo semestre; 6= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9201/000/000/88
2018/2019,9202,Economia e commercio,761,CURRICULUM ECONOMIA E COMMERCIO,000,,Manifesto-2018_9202_000_761_2018,Piano di studio corso di laurea 'Economia e commercio' curriculum 'Economia e commercio' - matricole 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/761/000/2018
2018/2019,9202,Economia e commercio,761,CURRICULUM ECONOMIA E COMMERCIO,000,,Manifesto-2018_9202_000_761_2017,Piano di studio corso di laurea 'Economia e commercio' curriculum 'Economia e commercio' - matricole 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/761/000/2017
2018/2019,9202,Economia e commercio,761,CURRICULUM ECONOMIA E COMMERCIO,000,,Manifesto-2018_9202_000_761_88,Piano di studio corso di laurea 'Economia e commercio' curriculum 'Economia e commercio' - matricole 2016/17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/761/000/88
2018/2019,9202,Economia e commercio,A59,ECONOMIA E MANAGEMENT,000,,Manifesto-2018_9202_000_A59_2018,Piano di studio corso di laurea 'Economia e commercio' curriculum 'Economia e management' - matricole 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/A59/000/2018
2018/2019,9202,Economia e commercio,A59,ECONOMIA E MANAGEMENT,000,,Manifesto-2018_9202_000_A59_2017,Piano di studio corso di laurea 'Economia e commercio' curriculum 'Economia e management' - matricole 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/A59/000/2017
2018/2019,9202,Economia e commercio,A59,ECONOMIA E MANAGEMENT,000,,Manifesto-2018_9202_000_A59_88,Piano di studio corso di laurea 'Economia e commercio' curriculum 'Economia e management' - matricole 2016/17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/A59/000/88
2018/2019,9202,Economia e commercio,A60,MANAGEMENT,000,,Manifesto-2018_9202_000_A60_2018,'Economia e commercio' curriculum 'Management' - Study plan A.Y. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/A60/000/2018
2018/2019,9202,Economia e commercio,A60,MANAGEMENT,000,,Manifesto-2018_9202_000_A60_2017,'Economia e commercio' curriculum 'Management' - Study plan A.Y. 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/A60/000/2017
2018/2019,9202,Economia e commercio,A60,MANAGEMENT,000,,Manifesto-2018_9202_000_A60_88,Study plan A.Y. 2016/17  - 'Economia e commercio' curriculum 'Management',,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9202/A60/000/88
2018/2019,9203,Economia e management,509,CURRICULUM BUSINESS AND ADMINISTRATION,000,,Manifesto-2018_9203_000_509_2018,Study plan curriculum 'Business and Administration' - students enrolled A.Y. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/509/000/2018
2018/2019,9203,Economia e management,509,CURRICULUM BUSINESS AND ADMINISTRATION,000,,Manifesto-2018_9203_000_509_2017,Study plan curriculum 'Business and Administration' - students enrolled A.Y. 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/509/000/2017
2018/2019,9203,Economia e management,509,CURRICULUM BUSINESS AND ADMINISTRATION,000,,Manifesto-2018_9203_000_509_88,Study plan curriculum 'Business and Administration' -  A.Y. 2016/17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/509/000/88
2018/2019,9203,Economia e management,A59,ECONOMIA E MANAGEMENT,000,,Manifesto-2018_9203_000_A59_2018,Piano di studio corso di laurea magistrale in 'Economia e management' curriculum 'Economia e management' - matricole A.A. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/A59/000/2018
2018/2019,9203,Economia e management,A59,ECONOMIA E MANAGEMENT,000,,Manifesto-2018_9203_000_A59_2017,Piano di studio corso di laurea magistrale in 'Economia e management' curriculum 'Economia e management' - matricole A.A. 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/A59/000/2017
2018/2019,9203,Economia e management,A59,ECONOMIA E MANAGEMENT,000,,Manifesto-2018_9203_000_A59_88,Piano di studio corso di laurea magistrale 'Economia e management' curriculum 'Economia e management' - matricole A.A. 2016/17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/A59/000/88
2018/2019,9203,Economia e management,A61,FOOD SYSTEM MANAGEMENT,000,,Manifesto-2018_9203_000_A61_2018,Study plan curriculum 'Food system management' - A.Y. 2018/19,"First year lessons will be held in Forlì, while second year lessons will be held in Bologna.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/A61/000/2018
2018/2019,9203,Economia e management,A61,FOOD SYSTEM MANAGEMENT,000,,Manifesto-2018_9203_000_A61_2017,Study plan curriculum 'Food system management' - A.Y. 2017/18,"First year lessons will be held in Forlì, while second year lessons will be held in Bologna.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/A61/000/2017
2018/2019,9203,Economia e management,A61,FOOD SYSTEM MANAGEMENT,000,,Manifesto-2018_9203_000_A61_88,Study plan curriculum 'Food system management' - A.Y. 2016/17,"First year lessons will be held in Forlì, while second year lessons will be held in Bologna.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9203/A61/000/88
2018/2019,9205,Telecommunications engineering,000,,000,,Manifesto-2018_9205_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9205/000/000/2018
2018/2019,9205,Telecommunications engineering,000,,000,,Manifesto-2018_9205_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9205/000/000/2017
2018/2019,9206,Pedagogia,000,,000,,Manifesto-2018_9206_000_000_2018,Piano di studio,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9206/000/000/2018
2018/2019,9210,Medicine and surgery,000,,000,,Manifesto-2018_9210_000_000_2018,Course structure diagram for students enrolled a.y. 2018-19,Key to semester dates:,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9210/000/000/2018
2018/2019,9210,Medicine and surgery,000,,000,,Manifesto-2018_9210_000_000_2017,Course structure diagram for students enrolled a.y. 2017-18,Key to semester dates:,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9210/000/000/2017
2018/2019,9211,Genomics,000,,000,,Manifesto-2018_9211_000_000_2018,Piano didattico Immatricolati A.A. 2018/19,In Academic Year 2018/19 ONLY 1st and 2nd year.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9211/000/000/2018
2018/2019,9212,Biologia della salute,A78,CURRICULUM BIO- SANITARIO,000,,Manifesto-2018_9212_000_A78_2018,Curriculum BIO SANITARIO: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9212/A78/000/2018
2018/2019,9212,Biologia della salute,A79,CURRICULUM DIAGNOSTICO-FORENSE,000,,Manifesto-2018_9212_000_A79_2018,Curriculum DIAGNOSTICO FORENSE per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9212/A79/000/2018
2018/2019,9212,Biologia della salute,A80,CURRICULUM NUTRIZIONALE,000,,Manifesto-2018_9212_000_A80_2018,Curriculum NUTRIZIONALE: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9212/A80/000/2018
2018/2019,9213,Biotecnologie molecolari e industriali,000,,000,,Manifesto-2018_9213_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9213/000/000/2018
2018/2019,9214,Management delle attività motorie e sportive,000,,000,,Manifesto-2018_9214_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9214/000/000/2018
2018/2019,9215,Scienze e tecniche dell'attivita' motoria preventiva e adattata,000,,000,,Manifesto-2018_9215_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9215/000/000/2018
2018/2019,9215,Scienze e tecniche dell'attivita' motoria preventiva e adattata,000,,000,,Manifesto-2018_9215_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9215/000/000/2017
2018/2019,9216,Filosofia,A85,CURRICULUM FILOSOFIA: CONCETTI E CONTESTI,000,,Manifesto-2018_9216_000_A85_2018,Curriculum Concetti e Contesti: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9216/A85/000/2018
2018/2019,9216,Filosofia,A85,CURRICULUM FILOSOFIA: CONCETTI E CONTESTI,000,,Manifesto-2018_9216_000_A85_2017,Curriculum Concetti e Contesti: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9216/A85/000/2017
2018/2019,9216,Filosofia,A86,CURRICULUM FILOSOFIA: CONTESTI E APPLICAZIONI,000,,Manifesto-2018_9216_000_A86_2018,Curriculum Contesti e Applicazioni: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9216/A86/000/2018
2018/2019,9216,Filosofia,A86,CURRICULUM FILOSOFIA: CONTESTI E APPLICAZIONI,000,,Manifesto-2018_9216_000_A86_2017,Curriculum Contesti e Applicazioni: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9216/A86/000/2017
2018/2019,9217,Ingegneria dell’automazione,739,SISTEMI PER L'AUTOMAZIONE,000,,Manifesto-2018_9217_000_739_2018,Curriculum Sistemi per l'automazione: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9217/739/000/2018
2018/2019,9217,Ingegneria dell’automazione,739,SISTEMI PER L'AUTOMAZIONE,000,,Manifesto-2018_9217_000_739_2017,Curriculum Sistemi per l'automazione: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9217/739/000/2017
2018/2019,9217,Ingegneria dell’automazione,740,AUTOMATION ENGINEERING,000,,Manifesto-2018_9217_000_740_2018,Curriculum Automation engineering: per studenti immatricolati nell'a.a. 2018-19,"Il secondo anno si svolge presso ""Tongji University"" - Shanghai - Cina",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9217/740/000/2018
2018/2019,9217,Ingegneria dell’automazione,740,AUTOMATION ENGINEERING,000,,Manifesto-2018_9217_000_740_2017,Curriculum Automation engineering: per studenti immatricolati nell'a.a. 2017-18,"Il secondo anno si svolge presso ""Tongji University"" - Shanghai - Cina",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9217/740/000/2017
2018/2019,9218,"Beni archeologici, artistici e del paesaggio: storia, tutela e valorizzazione",A83,PERCORSO ARCHEOLOGICO,000,,Manifesto-2018_9218_000_A83_2018,Percorso archeologico: per studenti immatricolati  nell'a.a. 2018-19,Il presente Regolamento di corso di studio si applica agli studenti immatricolati  al corso di studio nell'a.a. 2018/2019.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9218/A83/000/2018
2018/2019,9218,"Beni archeologici, artistici e del paesaggio: storia, tutela e valorizzazione",A83,PERCORSO ARCHEOLOGICO,000,,Manifesto-2018_9218_000_A83_2017,Percorso archeologico: per studenti immatricolati  nell'a.a. 2017-18,Il presente Regolamento di corso di studio si applica agli studenti immatricolati al corso di studio nell'a.a. 2017/2018.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9218/A83/000/2017
2018/2019,9218,"Beni archeologici, artistici e del paesaggio: storia, tutela e valorizzazione",A84,PERCORSO STORICO-ARTISTICO,000,,Manifesto-2018_9218_000_A84_2018,Percorso storico-artistico: per studenti immatricolati nell'a.a. 2018-19,Il presente Regolamento di corso di studio si applica agli studenti immatricolati al corso di studio nell'a.a. 2018/2019.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9218/A84/000/2018
2018/2019,9218,"Beni archeologici, artistici e del paesaggio: storia, tutela e valorizzazione",A84,PERCORSO STORICO-ARTISTICO,000,,Manifesto-2018_9218_000_A84_2017,Percorso storico-artistico: per studenti immatricolati  nell'a.a. 2017-18,Il presente Regolamento di corso di studio si applica agli studenti immatricolati al corso di studio nell'a.a. 2017/2018.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9218/A84/000/2017
2018/2019,9219,Farmacia,000,,000,,Manifesto-2018_9219_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,Per l' AA 2018-19 sono attivi solo il 1° e 2° anno di corso.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9219/000/000/2018
2018/2019,9220,"Italianistica, culture letterarie europee, scienze linguistiche",A87,ITALIANISTICA,000,,Manifesto-2018_9220_000_A87_2018,Curriculum Italianistica: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9220/A87/000/2018
2018/2019,9220,"Italianistica, culture letterarie europee, scienze linguistiche",A87,ITALIANISTICA,000,,Manifesto-2018_9220_000_A87_2017,Curriculum Italianistica: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9220/A87/000/2017
2018/2019,9220,"Italianistica, culture letterarie europee, scienze linguistiche",A88,CULTURE LETTERARIE EUROPEE,000,,Manifesto-2018_9220_000_A88_2018,Curriculum Culture letterarie europee (Erasmus Mundus): per studenti immatricolati nell'a.a. 2018-19,"Il curriculum Culture letterarie europee mira a promuovere una formazione in almeno tre settori culturali e linguistici europei facenti parte di una vasta area del pensiero: dalla Letteratura alla Storia, alle Scienze del linguaggio.
Questo percorso ha l'ambizione di offrire una formazione di elevata qualità che consenta di gestire gli aspetti multiculturali dell'Europa. Le università partecipanti sono:
- Alma Mater Studiorum, Università di Bologna, ITALIA
- Université de Haute-Alsace (Mulhouse), FRANCIA
- Université de Strasbourg, FRANCIA
- Aristoteleion Panepistimion Thessaloniki, GRECIA
- Université Cheikh Anta Diop (Dakar), SENEGAL

Potranno iscriversi al Curriculum Culture letterarie europee gli studenti europei non europei selezionati tramite apposito bando (pubblicato sul sito www.cle.unibo.it).
Il titolo finale rilasciato è un ""diploma multiplo""(doppio o triplo in base al percorso formativo scelto dallo studente).",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9220/A88/000/2018
2018/2019,9220,"Italianistica, culture letterarie europee, scienze linguistiche",A88,CULTURE LETTERARIE EUROPEE,000,,Manifesto-2018_9220_000_A88_2017,Curriculum Culture letterarie europee (Erasmus Mundus): per studenti immatricolati nell'a.a. 2017-18,"Il curriculum Culture letterarie europee mira a promuovere una formazione in almeno tre settori culturali e linguistici europei facenti parte di una vasta area del pensiero: dalla Letteratura alla Storia, alle Scienze del linguaggio.
Questo percorso ha l'ambizione di offrire una formazione di elevata qualità che consenta di gestire gli aspetti multiculturali dell'Europa. Le università partecipanti sono:
- Alma Mater Studiorum, Università di Bologna, ITALIA
- Université de Haute-Alsace (Mulhouse), FRANCIA
- Université de Strasbourg, FRANCIA
- Aristoteleion Panepistimion Thessaloniki, GRECIA
- Université Cheikh Anta Diop (Dakar), SENEGAL

Potranno iscriversi al Curriculum Culture letterarie europee gli studenti europei non europei selezionati tramite apposito bando (pubblicato sul sito www.cle.unibo.it).
Il titolo finale rilasciato è un ""diploma multiplo""(doppio o triplo in base al percorso formativo scelto dallo studente).",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9220/A88/000/2017
2018/2019,9220,"Italianistica, culture letterarie europee, scienze linguistiche",A89,ITALIAN STUDIES,000,,Manifesto-2018_9220_000_A89_2018,Curriculum Italian studies: for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9220/A89/000/2018
2018/2019,9220,"Italianistica, culture letterarie europee, scienze linguistiche",A89,ITALIAN STUDIES,000,,Manifesto-2018_9220_000_A89_2017,Curriculum Italian studies: for students enrolled a.y. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9220/A89/000/2017
2018/2019,9220,"Italianistica, culture letterarie europee, scienze linguistiche",A90,SCIENZE LINGUISTICHE,000,,Manifesto-2018_9220_000_A90_2018,Curriculum Scienze linguistiche: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9220/A90/000/2018
2018/2019,9220,"Italianistica, culture letterarie europee, scienze linguistiche",A90,SCIENZE LINGUISTICHE,000,,Manifesto-2018_9220_000_A90_2017,Curriculum Scienze linguistiche: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9220/A90/000/2017
2018/2019,9221,Economia e diritto,000,,000,,Manifesto-2018_9221_000_000_2018,Piano di studi curr. Economia e diritto immatricolati a.a. 2018/19,Le lezioni si svolgeranno nei seguenti periodi: 1 (dal 18/09 al 22/10/2018); 2 (dal 05/11 al 07/12/2018); P (dal 18/09 al 07/12/2018); 3 (dal 18/02 al 23/03/2019); 4 (dal 15/04 al 24/05/2019). Ore di lezione: 6 cfu = 30.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9221/000/000/2018
2018/2019,9221,Economia e diritto,000,,000,,Manifesto-2018_9221_000_000_2017,Piano di studi curr. Economia e diritto immatricolati a.a. 2017/18,Le lezioni si svolgeranno nei seguenti periodi: 1 (dal 18/09 al 22/10/2018); 2 (dal 05/11 al 07/12/2018); 3 (dal 18/02 al 23/03/2019); 4 (dal 15/04 al 24/05/2019). Ore di lezione: 6 cfu = 30.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9221/000/000/2017
2018/2019,9221,Economia e diritto,B08,CURRICULUM LAW AND ECONOMICS OF INSURANCE AND FINANCE,000,,Manifesto-2018_9221_000_B08_2018,Study plan curr. Law and economics of insurance and finance for students enrolled a.y. 2018/19,Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 18/02 to 24/05/2019). Lesson hours: 6 ECTS = 30,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9221/B08/000/2018
2018/2019,9222,Statistical sciences,A91,DATA SCIENCE,000,,Manifesto-2018_9222_000_A91_2018,Study plan curr. A91 DATA SCIENCE for students enrolled in a.y. 2018/19,Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 15/02 to 24/05/2019).  Lesson Hours: 4 ECTS (CFU) = 24; 6 ECTS (CFU) = 30; 10 ECTS (CFU) = 60.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9222/A91/000/2018
2018/2019,9222,Statistical sciences,A91,DATA SCIENCE,000,,Manifesto-2018_9222_000_A91_2017,Study plan curr. A91 DATA SCIENCE for students enrolled in a.y. 2017/18,Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 15/02 to 24/05/2019).  Lesson Hours: 4 ECTS (CFU) = 24; 6 ECTS (CFU) = 30; 10 ECTS (CFU) = 60.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9222/A91/000/2017
2018/2019,9222,Statistical sciences,A92,LIFE STATISTICS,000,,Manifesto-2018_9222_000_A92_2018,Study plan curr. A92 LIFE STATISTICS for students enrolled in a.y. 2018/19,Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 15/02 to 24/05/2019).  Lesson Hours: 4 ECTS (CFU) = 24; 6 ECTS (CFU) = 30; 10 ECTS (CFU) = 60.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9222/A92/000/2018
2018/2019,9222,Statistical sciences,A92,LIFE STATISTICS,000,,Manifesto-2018_9222_000_A92_2017,Study plan curr. A92 LIFE STATISTICS for students enrolled in a.y. 2017/18,Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 15/02 to 24/05/2019).  Lesson Hours: 4 ECTS (CFU) = 24; 6 ECTS (CFU) = 30; 10 ECTS (CFU) = 60.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9222/A92/000/2017
2018/2019,9222,Statistical sciences,A93,OFFICIAL STATISTICS,000,,Manifesto-2018_9222_000_A93_2018,Study plan curr. A93 OFFICIAL STATISTICS for students enrolled in a.y. 2018/19,Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 15/02 to 24/05/2019).  Lesson Hours: 4 ECTS (CFU) = 24; 6 ECTS (CFU) = 30; 10 ECTS (CFU) = 60.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9222/A93/000/2018
